,drug_name,drug_name_full,rxcui,drug_class
0,aripiprazole,1.5 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify],1602604,antipsychotic
1,aripiprazole,2 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify],1602607,antipsychotic
2,aripiprazole,aripiprazole 400 MG Injection [Abilify],1659814,antipsychotic
3,aripiprazole,aripiprazole 300 MG Injection [Abilify],1659818,antipsychotic
4,aripiprazole,Sensor aripiprazole 10 MG Oral Tablet [Abilify],1998453,antipsychotic
5,aripiprazole,Sensor aripiprazole 15 MG Oral Tablet [Abilify],1998455,antipsychotic
6,aripiprazole,Sensor aripiprazole 2 MG Oral Tablet [Abilify],1998457,antipsychotic
7,aripiprazole,Sensor aripiprazole 20 MG Oral Tablet [Abilify],1998459,antipsychotic
8,aripiprazole,Sensor aripiprazole 30 MG Oral Tablet [Abilify],1998461,antipsychotic
9,aripiprazole,Sensor aripiprazole 5 MG Oral Tablet [Abilify],1998463,antipsychotic
10,aripiprazole,2.4 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify],2636640,antipsychotic
11,aripiprazole,3.2 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify],2636646,antipsychotic
12,aripiprazole,aripiprazole 10 MG Oral Tablet [Abilify],352307,antipsychotic
13,aripiprazole,aripiprazole 15 MG Oral Tablet [Abilify],352308,antipsychotic
14,aripiprazole,aripiprazole 20 MG Oral Tablet [Abilify],352309,antipsychotic
15,aripiprazole,aripiprazole 30 MG Oral Tablet [Abilify],352310,antipsychotic
16,aripiprazole,aripiprazole 5 MG Oral Tablet [Abilify],404602,antipsychotic
17,aripiprazole,aripiprazole 2 MG Oral Tablet [Abilify],615172,antipsychotic
18,aripiprazole,1.5 ML aripiprazole 200 MG/ML Prefilled Syringe,1602163,antipsychotic
19,aripiprazole,2 ML aripiprazole 200 MG/ML Prefilled Syringe,1602171,antipsychotic
20,aripiprazole,aripiprazole 400 MG Injection,1659812,antipsychotic
21,aripiprazole,aripiprazole 300 MG Injection,1659816,antipsychotic
22,aripiprazole,Sensor aripiprazole 10 MG Oral Tablet,1998451,antipsychotic
23,aripiprazole,Sensor aripiprazole 15 MG Oral Tablet,1998454,antipsychotic
24,aripiprazole,Sensor aripiprazole 2 MG Oral Tablet,1998456,antipsychotic
25,aripiprazole,Sensor aripiprazole 20 MG Oral Tablet,1998458,antipsychotic
26,aripiprazole,Sensor aripiprazole 30 MG Oral Tablet,1998460,antipsychotic
27,aripiprazole,Sensor aripiprazole 5 MG Oral Tablet,1998462,antipsychotic
28,aripiprazole,2.4 ML aripiprazole 300 MG/ML Prefilled Syringe,2636637,antipsychotic
29,aripiprazole,3.2 ML aripiprazole 300 MG/ML Prefilled Syringe,2636645,antipsychotic
30,aripiprazole,aripiprazole 15 MG Oral Tablet,349490,antipsychotic
31,aripiprazole,aripiprazole 10 MG Oral Tablet,349545,antipsychotic
32,aripiprazole,aripiprazole 30 MG Oral Tablet,349547,antipsychotic
33,aripiprazole,aripiprazole 20 MG Oral Tablet,349553,antipsychotic
34,aripiprazole,aripiprazole 5 MG Oral Tablet,402131,antipsychotic
35,aripiprazole,aripiprazole 1 MG/ML Oral Solution,485496,antipsychotic
36,aripiprazole,aripiprazole 2 MG Oral Tablet,602964,antipsychotic
37,aripiprazole,aripiprazole 10 MG Disintegrating Oral Tablet,643019,antipsychotic
38,aripiprazole,aripiprazole 15 MG Disintegrating Oral Tablet,643022,antipsychotic
39,aripiprazole,aripiprazole 20 MG Disintegrating Oral Tablet,643027,antipsychotic
40,aripiprazole,aripiprazole 30 MG Disintegrating Oral Tablet,643058,antipsychotic
41,aripiprazole,1.3 ML aripiprazole 7.5 MG/ML Injection,672356,antipsychotic
0,ziprasidone,ziprasidone 40 MG Oral Capsule [Geodon],284548,antipsychotic
1,ziprasidone,ziprasidone 60 MG Oral Capsule [Geodon],284549,antipsychotic
2,ziprasidone,ziprasidone 80 MG Oral Capsule [Geodon],284550,antipsychotic
3,ziprasidone,ziprasidone 20 MG Oral Capsule [Geodon],285127,antipsychotic
4,ziprasidone,ziprasidone 20 MG Injection [Geodon],352228,antipsychotic
5,ziprasidone,ziprasidone 40 MG Oral Capsule,313776,antipsychotic
6,ziprasidone,ziprasidone 60 MG Oral Capsule,313777,antipsychotic
7,ziprasidone,ziprasidone 80 MG Oral Capsule,313778,antipsychotic
8,ziprasidone,ziprasidone 20 MG Oral Capsule,314286,antipsychotic
9,ziprasidone,ziprasidone 20 MG Injection,351223,antipsychotic
0,asenapine,asenapine 2.5 MG Sublingual Tablet [Saphris],1606490,antipsychotic
1,asenapine,24 HR asenapine 0.158 MG/HR Transdermal System [Secuado],2265729,antipsychotic
2,asenapine,24 HR asenapine 0.238 MG/HR Transdermal System [Secuado],2265732,antipsychotic
3,asenapine,24 HR asenapine 0.317 MG/HR Transdermal System [Secuado],2265735,antipsychotic
4,asenapine,asenapine 10 MG Sublingual Tablet [Saphris],859979,antipsychotic
5,asenapine,asenapine 5 MG Sublingual Tablet [Saphris],859983,antipsychotic
6,asenapine,asenapine 2.5 MG Sublingual Tablet,1606337,antipsychotic
7,asenapine,24 HR asenapine 0.158 MG/HR Transdermal System,2261741,antipsychotic
8,asenapine,24 HR asenapine 0.238 MG/HR Transdermal System,2261750,antipsychotic
9,asenapine,24 HR asenapine 0.317 MG/HR Transdermal System,2261758,antipsychotic
10,asenapine,asenapine 10 MG Sublingual Tablet,859975,antipsychotic
11,asenapine,asenapine 5 MG Sublingual Tablet,859981,antipsychotic
0,olanzapine,olanzapine 5 MG Oral Tablet [Zyprexa],153046,antipsychotic
1,olanzapine,olanzapine 7.5 MG Oral Tablet [Zyprexa],153047,antipsychotic
2,olanzapine,olanzapine 10 MG Oral Tablet [Zyprexa],153048,antipsychotic
3,olanzapine,olanzapine 405 MG Injection [Zyprexa],1718928,antipsychotic
4,olanzapine,olanzapine 300 MG Injection [Zyprexa],1718932,antipsychotic
5,olanzapine,olanzapine 210 MG Injection [Zyprexa],1718936,antipsychotic
6,olanzapine,olanzapine 2.5 MG Oral Tablet [Zyprexa],212405,antipsychotic
7,olanzapine,olanzapine 5 MG / samidorphan 10 MG Oral Tablet [Lybalvi],2570398,antipsychotic
8,olanzapine,olanzapine 10 MG / samidorphan 10 MG Oral Tablet [Lybalvi],2570401,antipsychotic
9,olanzapine,olanzapine 15 MG / samidorphan 10 MG Oral Tablet [Lybalvi],2570404,antipsychotic
10,olanzapine,olanzapine 20 MG / samidorphan 10 MG Oral Tablet [Lybalvi],2570407,antipsychotic
11,olanzapine,olanzapine 15 MG Oral Tablet [Zyprexa],261337,antipsychotic
12,olanzapine,olanzapine 20 MG Oral Tablet [Zyprexa],284514,antipsychotic
13,olanzapine,olanzapine 10 MG Injection [Zyprexa],545353,antipsychotic
14,olanzapine,fluoxetine 25 MG / olanzapine 6 MG Oral Capsule [Symbyax],725064,antipsychotic
15,olanzapine,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule [Symbyax],725068,antipsychotic
16,olanzapine,fluoxetine 50 MG / olanzapine 6 MG Oral Capsule [Symbyax],725072,antipsychotic
17,olanzapine,fluoxetine 25 MG / olanzapine 3 MG Oral Capsule [Symbyax],725080,antipsychotic
18,olanzapine,olanzapine 10 MG Disintegrating Oral Tablet [Zyprexa],754503,antipsychotic
19,olanzapine,olanzapine 15 MG Disintegrating Oral Tablet [Zyprexa],754504,antipsychotic
20,olanzapine,olanzapine 20 MG Disintegrating Oral Tablet [Zyprexa],754505,antipsychotic
21,olanzapine,olanzapine 5 MG Disintegrating Oral Tablet [Zyprexa],754506,antipsychotic
22,olanzapine,olanzapine 405 MG Injection,1718925,antipsychotic
23,olanzapine,olanzapine 300 MG Injection,1718930,antipsychotic
24,olanzapine,olanzapine 210 MG Injection,1718934,antipsychotic
25,olanzapine,olanzapine 2.5 MG Oral Tablet,200034,antipsychotic
26,olanzapine,olanzapine 5 MG / samidorphan 10 MG Oral Tablet,2570392,antipsychotic
27,olanzapine,olanzapine 10 MG / samidorphan 10 MG Oral Tablet,2570399,antipsychotic
28,olanzapine,olanzapine 15 MG / samidorphan 10 MG Oral Tablet,2570402,antipsychotic
29,olanzapine,olanzapine 20 MG / samidorphan 10 MG Oral Tablet,2570405,antipsychotic
30,olanzapine,olanzapine 20 MG Oral Tablet,283639,antipsychotic
31,olanzapine,olanzapine 10 MG Disintegrating Oral Tablet,312076,antipsychotic
32,olanzapine,olanzapine 15 MG Oral Tablet,312077,antipsychotic
33,olanzapine,olanzapine 5 MG Oral Tablet,312078,antipsychotic
34,olanzapine,olanzapine 7.5 MG Oral Tablet,312079,antipsychotic
35,olanzapine,olanzapine 10 MG Oral Tablet,314154,antipsychotic
36,olanzapine,olanzapine 5 MG Disintegrating Oral Tablet,314155,antipsychotic
37,olanzapine,olanzapine 15 MG Disintegrating Oral Tablet,351107,antipsychotic
38,olanzapine,olanzapine 20 MG Disintegrating Oral Tablet,351108,antipsychotic
39,olanzapine,fluoxetine 25 MG / olanzapine 6 MG Oral Capsule,403969,antipsychotic
40,olanzapine,fluoxetine 25 MG / olanzapine 12 MG Oral Capsule,403970,antipsychotic
41,olanzapine,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule,403971,antipsychotic
42,olanzapine,fluoxetine 50 MG / olanzapine 6 MG Oral Capsule,403972,antipsychotic
43,olanzapine,olanzapine 10 MG Injection,485968,antipsychotic
44,olanzapine,fluoxetine 25 MG / olanzapine 3 MG Oral Capsule,721787,antipsychotic
0,cariprazine,{1 (cariprazine 1.5 MG Oral Capsule [Vraylar]) / 6 (cariprazine 3 MG Oral Capsule [Vraylar]) } Pack [Vraylar 1.5/3 Mixed Pack],1741747,antipsychotic
1,cariprazine,{1 (cariprazine 1.5 MG Oral Capsule) / 6 (cariprazine 3 MG Oral Capsule) } Pack,1741746,antipsychotic
2,cariprazine,cariprazine 1.5 MG Oral Capsule [Vraylar],1667666,antipsychotic
3,cariprazine,cariprazine 3 MG Oral Capsule [Vraylar],1667670,antipsychotic
4,cariprazine,cariprazine 4.5 MG Oral Capsule [Vraylar],1667674,antipsychotic
5,cariprazine,cariprazine 6 MG Oral Capsule [Vraylar],1667678,antipsychotic
6,cariprazine,cariprazine 1.5 MG Oral Capsule,1667660,antipsychotic
7,cariprazine,cariprazine 3 MG Oral Capsule,1667668,antipsychotic
8,cariprazine,cariprazine 4.5 MG Oral Capsule,1667672,antipsychotic
9,cariprazine,cariprazine 6 MG Oral Capsule,1667676,antipsychotic
0,loxapine,1 ACTUAT loxapine 10 MG/ACTUAT Dry Powder Inhaler [Adasuve],1367521,antipsychotic
1,loxapine,1 ACTUAT loxapine 10 MG/ACTUAT Dry Powder Inhaler,1367518,antipsychotic
2,loxapine,loxapine 25 MG Oral Capsule,311385,antipsychotic
3,loxapine,loxapine 5 MG Oral Capsule,311386,antipsychotic
4,loxapine,loxapine 50 MG Oral Capsule,314075,antipsychotic
5,loxapine,loxapine 10 MG Oral Capsule,314078,antipsychotic
0,chlorpromazine,1 ML chlorpromazine hydrochloride 25 MG/ML Injection,1730076,antipsychotic
1,chlorpromazine,2 ML chlorpromazine hydrochloride 25 MG/ML Injection,1730078,antipsychotic
2,chlorpromazine,chlorpromazine 100 MG Rectal Suppository,199023,antipsychotic
3,chlorpromazine,chlorpromazine hydrochloride 10 MG Oral Tablet,991039,antipsychotic
4,chlorpromazine,chlorpromazine hydrochloride 100 MG Oral Tablet,991044,antipsychotic
5,chlorpromazine,chlorpromazine hydrochloride 100 MG/ML Oral Solution,991053,antipsychotic
6,chlorpromazine,chlorpromazine hydrochloride 2 MG/ML Oral Solution,991184,antipsychotic
7,chlorpromazine,chlorpromazine hydrochloride 200 MG Oral Tablet,991188,antipsychotic
8,chlorpromazine,chlorpromazine hydrochloride 25 MG Oral Tablet,991194,antipsychotic
9,chlorpromazine,chlorpromazine hydrochloride 10 MG/ML Oral Solution,991238,antipsychotic
10,chlorpromazine,chlorpromazine hydrochloride 20 MG/ML Oral Solution,991241,antipsychotic
11,chlorpromazine,chlorpromazine hydrochloride 30 MG/ML Oral Solution,991332,antipsychotic
12,chlorpromazine,chlorpromazine hydrochloride 50 MG Oral Tablet,991336,antipsychotic
13,chlorpromazine,chlorpromazine hydrochloride 20 MG/ML Oral Suspension,991344,antipsychotic
14,chlorpromazine,chlorpromazine hydrochloride 5 MG/ML Oral Solution,991366,antipsychotic
15,chlorpromazine,chlorpromazine 25 MG Rectal Suppository,992689,antipsychotic
16,chlorpromazine,chlorpromazine 300 MG Rectal Suppository,992699,antipsychotic
17,chlorpromazine,chlorpromazine 50 MG Rectal Suppository,992701,antipsychotic
0,molindone,molindone hydrochloride 10 MG Oral Tablet,1298816,antipsychotic
1,molindone,molindone hydrochloride 100 MG Oral Tablet,1298818,antipsychotic
2,molindone,molindone hydrochloride 25 MG Oral Tablet,1298906,antipsychotic
3,molindone,molindone hydrochloride 5 MG Oral Tablet,1298910,antipsychotic
4,molindone,molindone hydrochloride 50 MG Oral Tablet,1298922,antipsychotic
0,clozapine,clozapine 25 MG Oral Tablet [Clozaril],104775,antipsychotic
1,clozapine,clozapine 100 MG Oral Tablet [Clozaril],104776,antipsychotic
2,clozapine,clozapine 50 MG/ML Oral Suspension [Versacloz],1369831,antipsychotic
3,clozapine,clozapine 200 MG Oral Tablet [Clozaril],2269079,antipsychotic
4,clozapine,clozapine 50 MG Oral Tablet [Clozaril],2269081,antipsychotic
5,clozapine,clozapine 150 MG Disintegrating Oral Tablet,1006801,antipsychotic
6,clozapine,clozapine 50 MG/ML Oral Suspension,1369825,antipsychotic
7,clozapine,clozapine 100 MG Oral Tablet,197535,antipsychotic
8,clozapine,clozapine 25 MG Oral Tablet,197536,antipsychotic
9,clozapine,clozapine 200 MG Oral Tablet,309374,antipsychotic
10,clozapine,clozapine 12.5 MG Oral Tablet,404669,antipsychotic
11,clozapine,clozapine 50 MG Oral Tablet,429212,antipsychotic
12,clozapine,clozapine 100 MG Disintegrating Oral Tablet,476177,antipsychotic
13,clozapine,clozapine 25 MG Disintegrating Oral Tablet,476179,antipsychotic
14,clozapine,clozapine 12.5 MG Disintegrating Oral Tablet,721773,antipsychotic
15,clozapine,clozapine 200 MG Disintegrating Oral Tablet,996921,antipsychotic
0,thioridazine,thioridazine 10 MG/ML Oral Solution,108878,antipsychotic
1,thioridazine,thioridazine 100 MG Oral Tablet,198270,antipsychotic
2,thioridazine,thioridazine 15 MG Oral Tablet,198271,antipsychotic
3,thioridazine,thioridazine 150 MG Oral Tablet,198272,antipsychotic
4,thioridazine,thioridazine 200 MG Oral Tablet,198273,antipsychotic
5,thioridazine,thioridazine 25 MG Oral Tablet,198274,antipsychotic
6,thioridazine,thioridazine 50 MG Oral Tablet,198275,antipsychotic
7,thioridazine,thioridazine 2 MG/ML Oral Solution,246229,antipsychotic
8,thioridazine,thioridazine 20 MG/ML Oral Suspension,313352,antipsychotic
9,thioridazine,thioridazine 100 MG/ML Oral Solution,313353,antipsychotic
10,thioridazine,thioridazine 10 MG Oral Tablet,313354,antipsychotic
11,thioridazine,thioridazine 5 MG/ML Oral Suspension,313357,antipsychotic
12,thioridazine,thioridazine 30 MG/ML Oral Solution,313358,antipsychotic
13,thioridazine,thioridazine 5 MG/ML Oral Solution,392994,antipsychotic
0,fluphenazine,fluphenazine decanoate 25 MG/ML Injectable Solution,859824,antipsychotic
1,fluphenazine,fluphenazine hydrochloride 0.5 MG/ML Oral Solution,859835,antipsychotic
2,fluphenazine,fluphenazine hydrochloride 10 MG Oral Tablet,859841,antipsychotic
3,fluphenazine,fluphenazine hydrochloride 5 MG Oral Tablet,860918,antipsychotic
4,fluphenazine,fluphenazine hydrochloride 5 MG/ML Oral Solution,861848,antipsychotic
5,fluphenazine,fluphenazine hydrochloride 1 MG Oral Tablet,865117,antipsychotic
6,fluphenazine,fluphenazine hydrochloride 2.5 MG Oral Tablet,865123,antipsychotic
7,fluphenazine,fluphenazine hydrochloride 2.5 MG/ML Injectable Solution,865129,antipsychotic
8,fluphenazine,fluphenazine hydrochloride 0.5 MG / nortriptyline 10 MG Oral Tablet,865143,antipsychotic
9,fluphenazine,fluphenazine hydrochloride 1.5 MG / nortriptyline 30 MG Oral Tablet,865146,antipsychotic
10,fluphenazine,fluphenazine decanoate 100 MG/ML Injectable Solution,865148,antipsychotic
0,trifluoperazine,trifluoperazine 2 MG Extended Release Oral Capsule,104762,antipsychotic
1,trifluoperazine,trifluoperazine 10 MG Extended Release Oral Capsule,104763,antipsychotic
2,trifluoperazine,trifluoperazine 15 MG Extended Release Oral Capsule,104764,antipsychotic
3,trifluoperazine,trifluoperazine 1 MG Oral Tablet,198322,antipsychotic
4,trifluoperazine,trifluoperazine 10 MG Oral Tablet,198323,antipsychotic
5,trifluoperazine,trifluoperazine 2 MG Oral Tablet,198324,antipsychotic
6,trifluoperazine,trifluoperazine 5 MG Oral Tablet,198325,antipsychotic
7,trifluoperazine,trifluoperazine 1 MG/ML Oral Solution,245380,antipsychotic
8,trifluoperazine,trifluoperazine 10 MG/ML Oral Solution,313473,antipsychotic
9,trifluoperazine,trifluoperazine 1 MG/ML Oral Suspension,483998,antipsychotic
10,trifluoperazine,trifluoperazine 0.2 MG/ML Oral Solution,756203,antipsychotic
0,haloperidol,1 ML haloperidol decanoate 100 MG/ML Injection [Haldol],1719847,antipsychotic
1,haloperidol,1 ML haloperidol decanoate 50 MG/ML Injection [Haldol],1720026,antipsychotic
2,haloperidol,haloperidol 0.3 MG/ML Oral Solution,108375,antipsychotic
3,haloperidol,haloperidol 0.4 MG/ML Oral Solution,108872,antipsychotic
4,haloperidol,haloperidol 0.2 MG/ML Oral Solution,108873,antipsychotic
5,haloperidol,haloperidol 2 MG/ML Oral Solution,141935,antipsychotic
6,haloperidol,1 ML haloperidol 5 MG/ML Injection,1719646,antipsychotic
7,haloperidol,1 ML haloperidol decanoate 100 MG/ML Injection,1719803,antipsychotic
8,haloperidol,1 ML haloperidol decanoate 50 MG/ML Injection,1719862,antipsychotic
9,haloperidol,1 ML haloperidol 5 MG/ML Prefilled Syringe,1876502,antipsychotic
10,haloperidol,haloperidol 20 MG Oral Tablet,197754,antipsychotic
11,haloperidol,haloperidol 1.5 MG Oral Tablet,199319,antipsychotic
12,haloperidol,haloperidol 10 MG/ML Injectable Solution,199953,antipsychotic
13,haloperidol,haloperidol 5 MG/ML Injectable Solution,204416,antipsychotic
14,haloperidol,haloperidol 0.5 MG Oral Capsule,249960,antipsychotic
15,haloperidol,haloperidol 0.5 MG Oral Tablet,310670,antipsychotic
16,haloperidol,haloperidol 1 MG Oral Tablet,310671,antipsychotic
17,haloperidol,haloperidol 5 MG Oral Tablet,310672,antipsychotic
18,haloperidol,haloperidol 1 MG/ML Oral Solution,310673,antipsychotic
19,haloperidol,haloperidol 2 MG Oral Tablet,314034,antipsychotic
20,haloperidol,haloperidol 10 MG Oral Tablet,314035,antipsychotic
21,haloperidol,haloperidol decanoate 50 MG/ML Injectable Solution,859867,antipsychotic
22,haloperidol,haloperidol decanoate 100 MG/ML Injectable Solution,859871,antipsychotic
0,brexpiprazole,brexpiprazole 0.25 MG Oral Tablet [Rexulti],1658325,antipsychotic
1,brexpiprazole,brexpiprazole 0.5 MG Oral Tablet [Rexulti],1658329,antipsychotic
2,brexpiprazole,brexpiprazole 1 MG Oral Tablet [Rexulti],1658333,antipsychotic
3,brexpiprazole,brexpiprazole 2 MG Oral Tablet [Rexulti],1658337,antipsychotic
4,brexpiprazole,brexpiprazole 3 MG Oral Tablet [Rexulti],1658341,antipsychotic
5,brexpiprazole,brexpiprazole 4 MG Oral Tablet [Rexulti],1658345,antipsychotic
6,brexpiprazole,brexpiprazole 0.25 MG Oral Tablet,1658319,antipsychotic
7,brexpiprazole,brexpiprazole 0.5 MG Oral Tablet,1658327,antipsychotic
8,brexpiprazole,brexpiprazole 1 MG Oral Tablet,1658331,antipsychotic
9,brexpiprazole,brexpiprazole 2 MG Oral Tablet,1658335,antipsychotic
10,brexpiprazole,brexpiprazole 3 MG Oral Tablet,1658339,antipsychotic
11,brexpiprazole,brexpiprazole 4 MG Oral Tablet,1658343,antipsychotic
0,iloperidone,{2 (iloperidone 1 MG Oral Tablet [Fanapt]) / 2 (iloperidone 2 MG Oral Tablet [Fanapt]) / 2 (iloperidone 4 MG Oral Tablet [Fanapt]) / 2 (iloperidone 6 MG Oral Tablet [Fanapt]) } Pack [Fanapt Titration Pack],848752,antipsychotic
1,iloperidone,{2 (iloperidone 1 MG Oral Tablet) / 2 (iloperidone 2 MG Oral Tablet) / 2 (iloperidone 4 MG Oral Tablet) / 2 (iloperidone 6 MG Oral Tablet) } Pack,848751,antipsychotic
2,iloperidone,iloperidone 1 MG Oral Tablet [Fanapt],848726,antipsychotic
3,iloperidone,iloperidone 10 MG Oral Tablet [Fanapt],848730,antipsychotic
4,iloperidone,iloperidone 12 MG Oral Tablet [Fanapt],848734,antipsychotic
5,iloperidone,iloperidone 2 MG Oral Tablet [Fanapt],848738,antipsychotic
6,iloperidone,iloperidone 4 MG Oral Tablet [Fanapt],848742,antipsychotic
7,iloperidone,iloperidone 6 MG Oral Tablet [Fanapt],848746,antipsychotic
8,iloperidone,iloperidone 8 MG Oral Tablet [Fanapt],848750,antipsychotic
9,iloperidone,iloperidone 1 MG Oral Tablet,848722,antipsychotic
10,iloperidone,iloperidone 10 MG Oral Tablet,848728,antipsychotic
11,iloperidone,iloperidone 12 MG Oral Tablet,848732,antipsychotic
12,iloperidone,iloperidone 2 MG Oral Tablet,848736,antipsychotic
13,iloperidone,iloperidone 4 MG Oral Tablet,848740,antipsychotic
14,iloperidone,iloperidone 6 MG Oral Tablet,848744,antipsychotic
15,iloperidone,iloperidone 8 MG Oral Tablet,848748,antipsychotic
0,lurasidone,lurasidone hydrochloride 40 MG Oral Tablet [Latuda],1040036,antipsychotic
1,lurasidone,lurasidone hydrochloride 80 MG Oral Tablet [Latuda],1040043,antipsychotic
2,lurasidone,lurasidone hydrochloride 20 MG Oral Tablet [Latuda],1235249,antipsychotic
